uID,Context
SWBD-26,"B: Right. And they repacked the wheel bearings. A: and they repacked the the wheel bearings. Yeah but, uh, I've had considerable experience."
SWBD-260,"A: you know, you create a bigger family, generation after generation but not really on purpose. B: Yeah. A: So. It's not a real functional situation anyway."
SWBD-261,"A: and, uh, I was kind of interested to hear cause they had some people from the EP  and lots of different places B: Uh-huh. A: and, uh, they had basically decided that there is going to be a real problem here within a few years on solid waste. B:"
SWBD-262,"A: now we had one, this was before I lost a lot more of my family, but it wasn't any of my immediate family anyway. Because I didn't have any of them left. B: Uh-huh. A: But, um, they had, uh, uh, thing where everybody could come and meet and go out to eat. B: Uh-huh.  Uh-huh. A:"
SWBD-263,"A: But like I said if I voted for Bush, or like when, uh, Gary Hart was running, a lot of women would have voted for him just because he was nicer looking, B: Hart?  Uh-huh. A: not that I think he was good looking, but, he was young. B: Yeah.  Yeah. A:"
SWBD-264,"A: I don't much care for Michael J Fox anyway. B: Yeah. Well, the last two I saw him in, one of those Back To The Future, Part Three deals and that was crummy also."
SWBD-265,"B: It was good. The only thing I thought, um, that I haven't been trying, is when I, you know, go to take a shower, to save the water, and to put it on my plants. Which I had never thought about before. A: Uh-huh.  Uh-huh. B: But I've already gone to, oh I started years ago, I guess, not years ago, but, yeah I would say five years ago, turning off I mean my water faucet, in the sink when I brush my teeth. A: Uh-huh. B:"
SWBD-266,"B: Yeah, and EDS is very particular about this, hair cuts, A: Wow. B: I mean it was like you can't have, you know, such and such facial hair, no beards, you know, and just really detailed. A:"
SWBD-267,"A: Uh, well, it would depend on when you go it's not excessively crowded on the weekends. B: See I'd want to be there in the mornings like from nine thirty to ten thirty. A:"
SWBD-268,"B: I don't know that you could require everyone yeah, to do it for a whole year, or two years or something like that, A: Mandatory just like the draft.  No. B:"
SWBD-269,"B: I think in s-, and it, just would depend upon the circumstances and the extent of the abuse and if another alternative was available. A: Uh-huh.  Uh-huh.  Um.  Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment, if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family, then uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to get revenge on them"
SWBD-27,"B: I mean it was like you can't have, you know, such and such facial hair, no beards, you know, and just really detailed. A: I don't know that that would be a good environment to work in. I mean, I see, I am more, I don't know about anybody else,"
SWBD-270,"A: I work in the airline, marketing group. B: Oh. A: So, we do a lot of, B:"
SWBD-271,"A: I spend a lot of time reading about these things. I'm quite interested. I find it very exciting for the coverage we have now, today. B: Yes and I think we do get pretty good coverage."
SWBD-272,"B: Uh-huh, uh-huh, that's right. A: But, uh, B:"
SWBD-273,"B: our land is in acres, our people aren't going to understand what an amount of something is. A: Right.  Yeah, I agree with you. I don't think we should either even though I know there are benefits to the metric system,"
SWBD-274,"A: Yeah, when they, you know it was funny, I can remember, and my mother and I have talked about it, how important it was when I came home from school. B: Um. A: It wasn't really conversation, but there were always things that just tumbled out. B: Yes. A:"
SWBD-275,"A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B: So, obviously though, do you think they're going to do anything in the playoffs to make it to the Super Bowl this year or who do you like to do that this year? A: Uh, no"
SWBD-276,"B: Uh, uh, I've had one or two American cars I think, and they were okay. I had a Pontiac once and I never had a problem with it, but, uh, my mother had a Dodge at one point and I had driven it a few times and I really did not feel that I would buy a Dodge just from, A: Um. B: well, actually, I had uh, a Dodge Omni at one point A: Uh-huh. B:"
SWBD-277,"A: Well, because we finally negotiated that I was losing my mind, uh, he sleeps in the laundry room and then he goes out for the day. But this is a beautiful dog and he is wonderful with our little girls and he's, comes from a purebred line and there's nothing you could say bad about him, except that I was more of a cat or a small dog person that you could sit in the chair and cuddle. B: Right.  Right. A: And this is huge. You know, course, when he runs around the yard, he just digs,"
SWBD-278,"A: Oh, it wasn't that good. B: Well, oh, from a woman's point of view it was very, uh, chauvinistic as far as women go. Uh, it was entertaining, but, yeah,"
SWBD-279,"A: Yeah. I hope. That's true. B: You know, I, that's the kind of people,"
SWBD-28,"B: Might be worth it for peace of mind. A: Oh, yeah. It is, it is."
SWBD-280,"B: everyone I talk to, they says, you know, it's real easy to say that. A: we didn't damage enough of their arsenal. We damaged most of it but we should have made sure we got everything. B: Yeah,"
SWBD-281,"B: And it will send out a flower spike. You will see them blooming now. It is a wildflower here, but you can get them in the nursery. A: I am looking for a pen. I want to write this down because, well, that is where I went this year. Because I waited too late to really plant stuff. But I did not know that these hyacinths, like I said, I do not know anything about plants."
SWBD-282,"A: And you also get a lot of, uh, juries are extremely, uh, and from what I hear, I have some friends who do expert witness testimony and they say that, uh, juries are extremely vulnerable to, uh, sort of emotional pitches, you know, the prosecutor will want to, oh, I don't know show the mugging victim, you know, show the nice person he was and what a family life, and basically get the jury to be very sympathetic with the victim, or, uh, if it's a corporation, that was, uh, you know, harming some individual or something like that, they get very much, well, you know, it's just a big faceless corporation. let's make them pay as much as possible. Things like that. B: Uh-huh. A: So, not, I mean, I'm, the problem is I can't guarantee that a judge would necessarily be much better than a jury, but I'd be real nervous having a jury not at least fully agree on what the settlements would be, things like that. B: Ri-, "
